aX	 aY 	 aZ	 gX	 gY	 gZ	
-0.9845	-0.4507	-0.3379	193.4814	-2.8687	43.2739
-0.9821	-0.4165	-0.3035	185.1196	6.3477	49.1333
-0.9664	-0.3892	-0.2454	180.4810	16.4185	53.2227
-0.9192	-0.4100	-0.2400	178.8940	23.8037	53.7720
-0.8842	-0.4553	-0.2206	174.4995	26.2451	49.4385
-0.8398	-0.4742	-0.2223	165.8325	23.2544	42.7856
-0.8014	-0.4818	-0.2289	153.2593	14.7095	37.2314
-0.7600	-0.4749	-0.2583	139.5874	2.2583	31.9824
-0.7410	-0.4963	-0.3140	127.9297	-12.5122	25.8789
-0.7778	-0.4984	-0.3346	115.2954	-24.7803	18.9209
-0.8622	-0.4498	-0.3135	104.1870	-32.8369	15.6860
-0.9214	-0.3951	-0.2876	99.1211	-33.2642	19.6533
-0.9304	-0.3806	-0.2798	100.2808	-25.3296	28.0151
-0.9332	-0.4089	-0.2910	102.8442	-12.0850	34.9121
-0.9395	-0.4498	-0.2804	102.1118	0.9155	39.1846
-0.9235	-0.4462	-0.2745	98.3276	12.1460	40.7715
-0.8971	-0.4476	-0.2963	94.1772	20.7520	40.2222
-0.8793	-0.4589	-0.3134	90.2100	29.2358	37.1704
-0.9012	-0.4427	-0.2955	87.3413	37.5366	33.1421
-0.9247	-0.3916	-0.2743	89.4775	47.6074	30.3345
-0.9127	-0.3459	-0.2751	98.2666	61.5234	30.2124
-0.8674	-0.3413	-0.2999	110.9009	75.1953	32.2876
-0.8416	-0.3450	-0.2921	122.8638	85.1440	37.2314
-0.8726	-0.3138	-0.2524	135.1318	93.8721	43.3350
-0.9242	-0.3018	-0.2433	149.8413	105.0415	48.9502
-0.8694	-0.3635	-0.2913	164.4287	120.1172	55.2979
-0.7247	-0.4840	-0.3722	168.7622	131.7139	60.4858
-0.6207	-0.7318	-0.5125	155.5176	132.3853	61.5845
-0.5835	-1.1116	-0.6096	110.6567	127.0142	51.5747
-0.7083	-1.4012	-0.6556	26.6113	120.6665	30.3955
-0.8369	-1.2865	-0.4762	-82.5195	111.6333	6.6528
-0.8652	-0.9036	-0.3789	-187.0117	94.7876	-14.8926
-0.7397	-0.7252	-0.4758	-268.2495	59.1431	-31.4941
-0.5537	-0.6937	-0.6260	-344.5435	9.0332	-53.1006
-0.4463	-0.6119	-0.7775	-419.7998	-48.4009	-81.2378
-0.4496	-0.4656	-1.0022	-487.9150	-100.8301	-114.0137
-0.4474	-0.3070	-1.1577	-546.5088	-134.1553	-150.6348
-0.4537	-0.1459	-1.2332	-597.2290	-148.9868	-184.4482
-0.5129	-0.0275	-1.2084	-635.9863	-149.7803	-209.5337
-0.5975	0.0885	-1.1251	-663.3911	-140.7471	-227.1729
-0.7026	0.2571	-0.9839	-684.8755	-126.4648	-241.2109
-0.7979	0.3972	-0.8430	-697.3267	-104.1870	-252.7466
-1.0189	0.4625	-0.5255	-702.3926	-75.2563	-259.9487
-1.1000	0.5024	-0.0729	-679.0161	-56.8848	-252.1973
-1.2129	0.7212	0.4928	-610.8398	-40.3442	-208.4961
-1.2687	0.6270	0.6992	-493.2861	-23.3154	-140.3809
-1.3489	0.6644	0.6943	-378.7842	-58.2275	-86.2427
-1.5914	0.7119	0.7310	-278.0151	-81.4819	-30.3345
-1.6401	0.8008	0.8302	-183.2886	-71.7773	21.6675
-1.4624	0.9084	0.9061	-92.0410	-46.3257	74.7681
-1.3430	0.8690	0.8464	-4.6387	-31.7383	118.1030
-1.2590	0.7336	0.6821	70.0073	-21.5454	143.9819
-1.1384	0.6276	0.5308	124.0845	-13.6719	154.0527
-1.0457	0.5005	0.3970	163.3911	-5.4932	153.9307
-0.9468	0.3715	0.3855	185.7910	1.7090	146.8506
-0.8754	0.3219	0.2242	192.7490	3.2349	129.3335
-0.9054	0.0815	0.1055	214.4775	-0.6104	119.2017
-0.9242	-0.0341	0.0049	219.7266	4.3945	114.6240
-0.8921	-0.1259	-0.0643	216.6748	11.6577	108.9478
-0.9103	-0.2256	-0.0720	213.9282	19.8364	104.5532
-0.9783	-0.2854	-0.1105	216.6138	28.8086	102.8442
-0.9913	-0.3113	-0.1146	225.7690	38.5742	102.7832
-0.9778	-0.3131	-0.1245	239.9902	46.9360	104.4922
-0.9330	-0.3182	-0.1439	258.4839	52.4292	104.9805
-0.8523	-0.3512	-0.1611	275.0244	50.4761	103.3936
-0.7654	-0.4116	-0.2150	283.6914	41.0767	98.2666
-0.7483	-0.4388	-0.2405	279.1748	25.6958	89.7827
-0.7904	-0.4277	-0.3041	263.4277	7.8125	80.9937
-0.8691	-0.4279	-0.3416	242.0654	-6.4697	75.3174
-0.9235	-0.4365	-0.3602	218.6890	-12.5732	69.8242
-0.9803	-0.4089	-0.3942	198.1812	-14.2212	63.9038
-1.0331	-0.4116	-0.4067	184.3262	-9.2163	58.2886
-1.0659	-0.4034	-0.3585	175.7202	1.7700	55.4199
-1.0454	-0.3676	-0.3252	175.1099	15.5029	54.1992
-1.0264	-0.3605	-0.3330	180.4199	30.3955	51.8188
