aX	 aY 	 aZ	 gX	 gY	 gZ	
0.3318	-0.2235	0.9911	25.0854	-67.6880	-21.7896
0.5272	-0.1879	1.0098	24.0479	-83.5571	-30.9448
0.7739	-0.1226	1.0399	23.6206	-109.6191	-40.4663
0.9460	-0.0364	1.0623	28.3813	-152.2827	-53.5889
1.0430	0.0723	1.0521	38.2690	-200.6226	-68.9087
1.2800	0.1820	1.0116	56.8237	-256.6528	-83.4961
1.4795	0.2941	0.9014	81.2988	-324.7070	-96.7407
1.5887	0.3864	0.7330	108.6426	-406.9824	-111.2061
1.6001	0.4247	0.5315	133.8501	-496.0937	-125.6104
1.4705	0.4248	0.3099	153.0151	-583.8623	-139.2822
1.2247	0.4180	0.0936	162.8418	-657.1655	-155.1514
0.9330	0.4241	-0.1007	163.5132	-709.1675	-173.5840
0.5548	0.4327	-0.2999	157.4097	-738.2202	-190.4297
-0.2006	0.7622	-0.3622	148.7427	-741.8823	-198.6694
-1.2273	1.0460	-0.2687	161.5601	-705.3223	-168.1519
-1.4388	0.9764	-0.1425	202.5146	-605.4077	-77.8198
-1.1902	0.7296	-0.2360	256.5918	-467.8345	11.1084
-0.9202	0.4600	-0.4907	309.5703	-330.8716	39.3677
-0.8538	0.2736	-0.7876	342.5903	-212.2192	5.6152
-0.8423	0.1370	-1.0511	346.9849	-117.0044	-41.9312
-0.8136	-0.0010	-1.2786	319.5801	-41.2598	-76.1108
-0.7944	0.0084	-1.4172	273.1323	7.9956	-106.9946
-0.7443	0.0525	-1.4403	225.4028	27.9541	-141.1743
-1.2278	0.3616	-1.4055	184.1431	16.2964	-165.6494
-1.6630	0.4226	-1.3610	158.2642	-1.2817	-152.0386
-1.7140	0.2834	-1.3187	142.8833	-3.6011	-112.6709
-1.9440	0.2598	-1.2858	132.4463	-3.6621	-93.9331
-2.2273	0.2098	-1.2710	127.8687	2.9297	-92.4683
-2.2927	0.1278	-1.3049	124.2676	24.9634	-90.8203
-2.2383	-0.0216	-1.3438	112.8540	51.0864	-85.3882
-2.1869	-0.0403	-1.3492	91.0034	63.4766	-80.0171
-2.1825	-0.0476	-1.3225	68.4814	63.4766	-70.6177
-2.2047	-0.0461	-1.2809	49.6826	55.2368	-58.5938
-2.1703	-0.0603	-1.2147	35.0342	44.1895	-41.0156
-1.9524	-0.1023	-1.1176	23.3765	31.1279	-19.5313
-1.7855	-0.1669	-1.0214	12.1460	10.0098	0.1221
-1.7097	-0.2070	-0.9288	0.6104	-13.4277	14.0991
-1.6510	-0.2285	-0.8423	-10.9253	-28.3203	24.0479
-1.5594	-0.2510	-0.7604	-22.7661	-30.5786	31.4331
-1.5083	-0.2318	-0.6768	-34.4238	-22.3389	35.5835
